Time,Driver,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus,PitInTime,PitOutTime,LapTimeSeconds,Year,GrandPrix
0 days 01:14:22.090000,GAS,13.0,0 days 00:01:22.193000,HARD,4.0,2.0,1,,,82.193,2025,Imola
0 days 01:15:43.529000,GAS,14.0,0 days 00:01:21.439000,HARD,5.0,2.0,1,,,81.439,2025,Imola
0 days 01:17:05.113000,GAS,15.0,0 days 00:01:21.584000,HARD,6.0,2.0,1,,,81.584,2025,Imola
0 days 01:18:28.120000,GAS,16.0,0 days 00:01:23.007000,HARD,7.0,2.0,1,,,83.007,2025,Imola
0 days 01:19:50.304000,GAS,17.0,0 days 00:01:22.184000,HARD,8.0,2.0,1,,,82.184,2025,Imola
0 days 01:21:12.284000,GAS,18.0,0 days 00:01:21.980000,HARD,9.0,2.0,1,,,81.98,2025,Imola
0 days 01:22:34.274000,GAS,19.0,0 days 00:01:21.990000,HARD,10.0,2.0,1,,,81.99,2025,Imola
0 days 01:23:56.258000,GAS,20.0,0 days 00:01:21.984000,HARD,11.0,2.0,1,,,81.984,2025,Imola
0 days 01:25:18.758000,GAS,21.0,0 days 00:01:22.500000,HARD,12.0,2.0,1,,,82.5,2025,Imola
0 days 01:26:41.075000,GAS,22.0,0 days 00:01:22.317000,HARD,13.0,2.0,1,,,82.317,2025,Imola
0 days 01:28:03.428000,GAS,23.0,0 days 00:01:22.353000,HARD,14.0,2.0,1,,,82.353,2025,Imola
0 days 01:29:25.753000,GAS,24.0,0 days 00:01:22.325000,HARD,15.0,2.0,1,,,82.325,2025,Imola
0 days 01:30:48.228000,GAS,25.0,0 days 00:01:22.475000,HARD,16.0,2.0,1,,,82.475,2025,Imola
0 days 01:32:10.830000,GAS,26.0,0 days 00:01:22.602000,HARD,17.0,2.0,1,,,82.602,2025,Imola
0 days 01:33:33.484000,GAS,27.0,0 days 00:01:22.654000,HARD,18.0,2.0,1,,,82.654,2025,Imola
0 days 01:34:56.327000,GAS,28.0,0 days 00:01:22.843000,HARD,19.0,2.0,12,,,82.843,2025,Imola
0 days 01:36:50.587000,GAS,29.0,0 days 00:01:54.260000,HARD,20.0,2.0,26,0 days 01:36:46.310000,,114.26,2025,Imola
0 days 01:38:58.628000,GAS,30.0,0 days 00:02:08.041000,HARD,1.0,3.0,671,,0 days 01:37:18.187000,128.041,2025,Imola
0 days 01:40:19.702000,GAS,31.0,0 days 00:01:21.074000,HARD,2.0,3.0,1,,,81.074,2025,Imola
0 days 01:41:40.839000,GAS,32.0,0 days 00:01:21.137000,HARD,3.0,3.0,1,,,81.137,2025,Imola
0 days 01:43:02.093000,GAS,33.0,0 days 00:01:21.254000,HARD,4.0,3.0,1,,,81.254,2025,Imola
0 days 01:44:22.952000,GAS,34.0,0 days 00:01:20.859000,HARD,5.0,3.0,1,,,80.859,2025,Imola
0 days 01:45:43.960000,GAS,35.0,0 days 00:01:21.008000,HARD,6.0,3.0,1,,,81.008,2025,Imola
0 days 01:47:04.730000,GAS,36.0,0 days 00:01:20.770000,HARD,7.0,3.0,1,,,80.77,2025,Imola
0 days 01:48:25.524000,GAS,37.0,0 days 00:01:20.794000,HARD,8.0,3.0,1,,,80.794,2025,Imola
0 days 01:49:46.562000,GAS,38.0,0 days 00:01:21.038000,HARD,9.0,3.0,1,,,81.038,2025,Imola
0 days 01:51:07.893000,GAS,39.0,0 days 00:01:21.331000,HARD,10.0,3.0,1,,,81.331,2025,Imola
0 days 01:52:29.108000,GAS,40.0,0 days 00:01:21.215000,HARD,11.0,3.0,1,,,81.215,2025,Imola
0 days 01:53:50.463000,GAS,41.0,0 days 00:01:21.355000,HARD,12.0,3.0,1,,,81.355,2025,Imola
0 days 01:55:11.853000,GAS,42.0,0 days 00:01:21.390000,HARD,13.0,3.0,1,,,81.39,2025,Imola
0 days 01:56:33.638000,GAS,43.0,0 days 00:01:21.785000,HARD,14.0,3.0,1,,,81.785,2025,Imola
0 days 01:57:55.346000,GAS,44.0,0 days 00:01:21.708000,HARD,15.0,3.0,1,,,81.708,2025,Imola
0 days 01:59:26.556000,GAS,45.0,0 days 00:01:31.210000,HARD,16.0,3.0,124,,,91.21,2025,Imola
0 days 02:01:18.629000,GAS,46.0,0 days 00:01:52.073000,HARD,17.0,3.0,4,,,112.073,2025,Imola
0 days 02:02:57.131000,GAS,47.0,0 days 00:01:38.502000,HARD,18.0,3.0,4,,,98.502,2025,Imola
0 days 02:04:36.419000,GAS,48.0,0 days 00:01:39.288000,HARD,19.0,3.0,4,,,99.288,2025,Imola
0 days 02:06:21.327000,GAS,49.0,0 days 00:01:44.908000,HARD,20.0,3.0,4,,,104.908,2025,Imola
0 days 02:08:31.897000,GAS,50.0,0 days 00:02:10.570000,HARD,21.0,3.0,4,,,130.57,2025,Imola
0 days 02:10:35.685000,GAS,51.0,0 days 00:02:03.788000,HARD,22.0,3.0,4,,,123.788,2025,Imola
0 days 02:12:34.778000,GAS,52.0,0 days 00:01:59.093000,HARD,23.0,3.0,4,,,119.093,2025,Imola
0 days 02:14:33.836000,GAS,53.0,0 days 00:01:59.058000,HARD,24.0,3.0,41,,,119.058,2025,Imola
0 days 02:15:56.460000,GAS,54.0,0 days 00:01:22.624000,HARD,25.0,3.0,1,,,82.624,2025,Imola
0 days 02:17:17.671000,GAS,55.0,0 days 00:01:21.211000,HARD,26.0,3.0,1,,,81.211,2025,Imola
0 days 02:18:38.278000,GAS,56.0,0 days 00:01:20.607000,HARD,27.0,3.0,1,,,80.607,2025,Imola
0 days 02:19:59.963000,GAS,57.0,0 days 00:01:21.685000,HARD,28.0,3.0,1,,,81.685,2025,Imola
0 days 02:21:20.361000,GAS,58.0,0 days 00:01:20.398000,HARD,29.0,3.0,1,,,80.398,2025,Imola
0 days 02:22:41.158000,GAS,59.0,0 days 00:01:20.797000,HARD,30.0,3.0,1,,,80.797,2025,Imola
0 days 02:24:01.686000,GAS,60.0,0 days 00:01:20.528000,HARD,31.0,3.0,1,,,80.528,2025,Imola
0 days 02:25:22.460000,GAS,61.0,0 days 00:01:20.774000,HARD,32.0,3.0,1,,,80.774,2025,Imola
0 days 02:26:43.162000,GAS,62.0,0 days 00:01:20.702000,HARD,33.0,3.0,1,,,80.702,2025,Imola
0 days 02:28:03.976000,GAS,63.0,0 days 00:01:20.814000,HARD,34.0,3.0,1,,,80.814,2025,Imola
0 days 00:57:28.887000,ANT,1.0,0 days 00:01:29.534000,HARD,1.0,1.0,1,,,89.534,2025,Imola
0 days 00:58:52.180000,ANT,2.0,0 days 00:01:23.293000,HARD,2.0,1.0,1,,,83.293,2025,Imola
0 days 01:00:13.968000,ANT,3.0,0 days 00:01:21.788000,HARD,3.0,1.0,1,,,81.788,2025,Imola
0 days 01:01:35.207000,ANT,4.0,0 days 00:01:21.239000,HARD,4.0,1.0,1,,,81.239,2025,Imola
0 days 01:02:56.733000,ANT,5.0,0 days 00:01:21.526000,HARD,5.0,1.0,1,,,81.526,2025,Imola
0 days 01:04:18.456000,ANT,6.0,0 days 00:01:21.723000,HARD,6.0,1.0,1,,,81.723,2025,Imola
0 days 01:05:40.450000,ANT,7.0,0 days 00:01:21.994000,HARD,7.0,1.0,1,,,81.994,2025,Imola
0 days 01:07:02.826000,ANT,8.0,0 days 00:01:22.376000,HARD,8.0,1.0,1,,,82.376,2025,Imola
0 days 01:08:24.479000,ANT,9.0,0 days 00:01:21.653000,HARD,9.0,1.0,1,,,81.653,2025,Imola
0 days 01:09:46.439000,ANT,10.0,0 days 00:01:21.960000,HARD,10.0,1.0,1,,,81.96,2025,Imola
0 days 01:11:09.192000,ANT,11.0,0 days 00:01:22.753000,HARD,11.0,1.0,1,,,82.753,2025,Imola
0 days 01:12:32.266000,ANT,12.0,0 days 00:01:23.074000,HARD,12.0,1.0,1,,,83.074,2025,Imola
0 days 01:13:54.927000,ANT,13.0,0 days 00:01:22.661000,HARD,13.0,1.0,1,,,82.661,2025,Imola
0 days 01:15:17.440000,ANT,14.0,0 days 00:01:22.513000,HARD,14.0,1.0,1,,,82.513,2025,Imola
0 days 01:16:39.638000,ANT,15.0,0 days 00:01:22.198000,HARD,15.0,1.0,1,,,82.198,2025,Imola
0 days 01:18:02.058000,ANT,16.0,0 days 00:01:22.420000,HARD,16.0,1.0,1,,,82.42,2025,Imola
0 days 01:19:24.323000,ANT,17.0,0 days 00:01:22.265000,HARD,17.0,1.0,1,,,82.265,2025,Imola
0 days 01:20:46.565000,ANT,18.0,0 days 00:01:22.242000,HARD,18.0,1.0,1,,,82.242,2025,Imola
0 days 01:22:08.996000,ANT,19.0,0 days 00:01:22.431000,HARD,19.0,1.0,1,,,82.431,2025,Imola
0 days 01:23:31.600000,ANT,20.0,0 days 00:01:22.604000,HARD,20.0,1.0,1,,,82.604,2025,Imola
0 days 01:24:53.852000,ANT,21.0,0 days 00:01:22.252000,HARD,21.0,1.0,1,,,82.252,2025,Imola
0 days 01:26:16.289000,ANT,22.0,0 days 00:01:22.437000,HARD,22.0,1.0,1,,,82.437,2025,Imola
0 days 01:27:38.625000,ANT,23.0,0 days 00:01:22.336000,HARD,23.0,1.0,1,,,82.336,2025,Imola
0 days 01:29:01.125000,ANT,24.0,0 days 00:01:22.500000,HARD,24.0,1.0,1,,,82.5,2025,Imola
0 days 01:30:23.439000,ANT,25.0,0 days 00:01:22.314000,HARD,25.0,1.0,1,,,82.314,2025,Imola
0 days 01:31:45.719000,ANT,26.0,0 days 00:01:22.280000,HARD,26.0,1.0,1,,,82.28,2025,Imola
0 days 01:33:08.580000,ANT,27.0,0 days 00:01:22.861000,HARD,27.0,1.0,1,,,82.861,2025,Imola
0 days 01:34:30.977000,ANT,28.0,0 days 00:01:22.397000,HARD,28.0,1.0,1,,,82.397,2025,Imola
0 days 01:36:16.970000,ANT,29.0,0 days 00:01:45.993000,HARD,29.0,1.0,126,0 days 01:36:12.616000,,105.993,2025,Imola
0 days 01:38:29.534000,ANT,30.0,0 days 00:02:12.564000,MEDIUM,1.0,2.0,67,,0 days 01:36:42.556000,132.564,2025,Imola
0 days 01:39:54.321000,ANT,31.0,0 days 00:01:24.787000,MEDIUM,2.0,2.0,71,,,84.787,2025,Imola
0 days 01:41:15.982000,ANT,32.0,0 days 00:01:21.661000,MEDIUM,3.0,2.0,1,,,81.661,2025,Imola
0 days 01:42:36.602000,ANT,33.0,0 days 00:01:20.620000,MEDIUM,4.0,2.0,1,,,80.62,2025,Imola
0 days 01:43:58.470000,ANT,34.0,0 days 00:01:21.868000,MEDIUM,5.0,2.0,1,,,81.868,2025,Imola
0 days 01:45:19.648000,ANT,35.0,0 days 00:01:21.178000,MEDIUM,6.0,2.0,1,,,81.178,2025,Imola
0 days 01:46:40.470000,ANT,36.0,0 days 00:01:20.822000,MEDIUM,7.0,2.0,1,,,80.822,2025,Imola
0 days 01:48:01.556000,ANT,37.0,0 days 00:01:21.086000,MEDIUM,8.0,2.0,1,,,81.086,2025,Imola
0 days 01:49:23.500000,ANT,38.0,0 days 00:01:21.944000,MEDIUM,9.0,2.0,1,,,81.944,2025,Imola
0 days 01:50:44.681000,ANT,39.0,0 days 00:01:21.181000,MEDIUM,10.0,2.0,1,,,81.181,2025,Imola
0 days 01:52:05.637000,ANT,40.0,0 days 00:01:20.956000,MEDIUM,11.0,2.0,1,,,80.956,2025,Imola
0 days 01:53:26.623000,ANT,41.0,0 days 00:01:20.986000,MEDIUM,12.0,2.0,1,,,80.986,2025,Imola
0 days 01:54:47.642000,ANT,42.0,0 days 00:01:21.019000,MEDIUM,13.0,2.0,1,,,81.019,2025,Imola
0 days 01:56:08.263000,ANT,43.0,0 days 00:01:20.621000,MEDIUM,14.0,2.0,1,,,80.621,2025,Imola
0 days 01:57:29.097000,ANT,44.0,0 days 00:01:20.834000,MEDIUM,15.0,2.0,1,,,80.834,2025,Imola
0 days 01:59:59.097000,ANT,45.0,,MEDIUM,16.0,2.0,124,,,,2025,Imola
0 days 00:57:25.713000,ALO,1.0,0 days 00:01:26.360000,MEDIUM,4.0,1.0,1,,,86.36,2025,Imola
0 days 00:58:47.863000,ALO,2.0,0 days 00:01:22.150000,MEDIUM,5.0,1.0,1,,,82.15,2025,Imola
0 days 01:00:09.472000,ALO,3.0,0 days 00:01:21.609000,MEDIUM,6.0,1.0,1,,,81.609,2025,Imola
0 days 01:01:31.115000,ALO,4.0,0 days 00:01:21.643000,MEDIUM,7.0,1.0,1,,,81.643,2025,Imola
0 days 01:02:52.516000,ALO,5.0,0 days 00:01:21.401000,MEDIUM,8.0,1.0,1,,,81.401,2025,Imola
0 days 01:04:14.244000,ALO,6.0,0 days 00:01:21.728000,MEDIUM,9.0,1.0,1,,,81.728,2025,Imola
0 days 01:05:35.899000,ALO,7.0,0 days 00:01:21.655000,MEDIUM,10.0,1.0,1,,,81.655,2025,Imola
0 days 01:06:57.846000,ALO,8.0,0 days 00:01:21.947000,MEDIUM,11.0,1.0,1,,,81.947,2025,Imola
0 days 01:08:19.834000,ALO,9.0,0 days 00:01:21.988000,MEDIUM,12.0,1.0,1,,,81.988,2025,Imola
0 days 01:09:42.662000,ALO,10.0,0 days 00:01:22.828000,MEDIUM,13.0,1.0,1,,,82.828,2025,Imola
0 days 01:11:06.702000,ALO,11.0,0 days 00:01:24.040000,MEDIUM,14.0,1.0,1,,,84.04,2025,Imola
0 days 01:12:32.854000,ALO,12.0,0 days 00:01:26.152000,MEDIUM,15.0,1.0,1,0 days 01:12:28.409000,,86.152,2025,Imola
0 days 01:14:17.191000,ALO,13.0,0 days 00:01:44.337000,HARD,2.0,2.0,1,,0 days 01:12:58.646000,104.337,2025,Imola
0 days 01:15:40.234000,ALO,14.0,0 days 00:01:23.043000,HARD,3.0,2.0,1,,,83.043,2025,Imola
0 days 01:17:02.568000,ALO,15.0,0 days 00:01:22.334000,HARD,4.0,2.0,1,,,82.334,2025,Imola
0 days 01:18:24.131000,ALO,16.0,0 days 00:01:21.563000,HARD,5.0,2.0,1,,,81.563,2025,Imola
0 days 01:19:45.831000,ALO,17.0,0 days 00:01:21.700000,HARD,6.0,2.0,1,,,81.7,2025,Imola
0 days 01:21:07.766000,ALO,18.0,0 days 00:01:21.935000,HARD,7.0,2.0,1,,,81.935,2025,Imola
0 days 01:22:29.490000,ALO,19.0,0 days 00:01:21.724000,HARD,8.0,2.0,1,,,81.724,2025,Imola
0 days 01:23:51.577000,ALO,20.0,0 days 00:01:22.087000,HARD,9.0,2.0,1,,,82.087,2025,Imola
0 days 01:25:13.984000,ALO,21.0,0 days 00:01:22.407000,HARD,10.0,2.0,1,,,82.407,2025,Imola
0 days 01:26:35.770000,ALO,22.0,0 days 00:01:21.786000,HARD,11.0,2.0,1,,,81.786,2025,Imola
0 days 01:27:57.634000,ALO,23.0,0 days 00:01:21.864000,HARD,12.0,2.0,1,,,81.864,2025,Imola
0 days 01:29:19.681000,ALO,24.0,0 days 00:01:22.047000,HARD,13.0,2.0,1,,,82.047,2025,Imola
0 days 01:30:42.256000,ALO,25.0,0 days 00:01:22.575000,HARD,14.0,2.0,1,,,82.575,2025,Imola
0 days 01:32:04.707000,ALO,26.0,0 days 00:01:22.451000,HARD,15.0,2.0,1,,,82.451,2025,Imola
0 days 01:33:27.025000,ALO,27.0,0 days 00:01:22.318000,HARD,16.0,2.0,1,,,82.318,2025,Imola
0 days 01:34:49.416000,ALO,28.0,0 days 00:01:22.391000,HARD,17.0,2.0,12,,,82.391,2025,Imola
0 days 01:36:38.377000,ALO,29.0,0 days 00:01:48.961000,HARD,18.0,2.0,26,,,108.961,2025,Imola
0 days 01:38:35.054000,ALO,30.0,0 days 00:01:56.677000,HARD,19.0,2.0,67,,,116.677,2025,Imola
0 days 01:39:58.094000,ALO,31.0,0 days 00:01:23.040000,HARD,20.0,2.0,71,,,83.04,2025,Imola
0 days 01:41:20.273000,ALO,32.0,0 days 00:01:22.179000,HARD,21.0,2.0,1,,,82.179,2025,Imola
0 days 01:42:44.548000,ALO,33.0,0 days 00:01:24.275000,HARD,22.0,2.0,1,,,84.275,2025,Imola
0 days 01:44:06.820000,ALO,34.0,0 days 00:01:22.272000,HARD,23.0,2.0,1,,,82.272,2025,Imola
0 days 01:45:29.635000,ALO,35.0,0 days 00:01:22.815000,HARD,24.0,2.0,1,,,82.815,2025,Imola
0 days 01:46:52.454000,ALO,36.0,0 days 00:01:22.819000,HARD,25.0,2.0,1,,,82.819,2025,Imola
0 days 01:48:14.423000,ALO,37.0,0 days 00:01:21.969000,HARD,26.0,2.0,1,,,81.969,2025,Imola
0 days 01:49:36.232000,ALO,38.0,0 days 00:01:21.809000,HARD,27.0,2.0,1,,,81.809,2025,Imola
0 days 01:50:58.604000,ALO,39.0,0 days 00:01:22.372000,HARD,28.0,2.0,1,,,82.372,2025,Imola
0 days 01:52:21.379000,ALO,40.0,0 days 00:01:22.775000,HARD,29.0,2.0,1,,,82.775,2025,Imola
0 days 01:53:44.174000,ALO,41.0,0 days 00:01:22.795000,HARD,30.0,2.0,1,,,82.795,2025,Imola
0 days 01:55:07.177000,ALO,42.0,0 days 00:01:23.003000,HARD,31.0,2.0,1,,,83.003,2025,Imola
0 days 01:56:28.544000,ALO,43.0,0 days 00:01:21.367000,HARD,32.0,2.0,1,,,81.367,2025,Imola
0 days 01:57:49.951000,ALO,44.0,0 days 00:01:21.407000,HARD,33.0,2.0,1,,,81.407,2025,Imola
0 days 01:59:21.521000,ALO,45.0,0 days 00:01:31.570000,HARD,34.0,2.0,124,,,91.57,2025,Imola
0 days 02:01:17.227000,ALO,46.0,0 days 00:01:55.706000,HARD,35.0,2.0,4,0 days 02:01:12.765000,,115.706,2025,Imola
0 days 02:03:18.906000,ALO,47.0,0 days 00:02:01.679000,MEDIUM,5.0,3.0,4,,0 days 02:01:43.760000,121.679,2025,Imola
0 days 02:04:54.810000,ALO,48.0,0 days 00:01:35.904000,MEDIUM,6.0,3.0,4,,,95.904,2025,Imola
0 days 02:06:27.070000,ALO,49.0,0 days 00:01:32.260000,MEDIUM,7.0,3.0,4,,,92.26,2025,Imola
0 days 02:08:34.594000,ALO,50.0,0 days 00:02:07.524000,MEDIUM,8.0,3.0,4,,,127.524,2025,Imola
0 days 02:10:38.561000,ALO,51.0,0 days 00:02:03.967000,MEDIUM,9.0,3.0,4,,,123.967,2025,Imola
0 days 02:12:37.116000,ALO,52.0,0 days 00:01:58.555000,MEDIUM,10.0,3.0,4,,,118.555,2025,Imola
0 days 02:14:34.506000,ALO,53.0,0 days 00:01:57.390000,MEDIUM,11.0,3.0,41,,,117.39,2025,Imola
0 days 02:15:57.264000,ALO,54.0,0 days 00:01:22.758000,MEDIUM,12.0,3.0,1,,,82.758,2025,Imola
0 days 02:17:18.399000,ALO,55.0,0 days 00:01:21.135000,MEDIUM,13.0,3.0,1,,,81.135,2025,Imola
0 days 02:18:38.641000,ALO,56.0,0 days 00:01:20.242000,MEDIUM,14.0,3.0,1,,,80.242,2025,Imola
0 days 02:19:58.948000,ALO,57.0,0 days 00:01:20.307000,MEDIUM,15.0,3.0,1,,,80.307,2025,Imola
0 days 02:21:19.227000,ALO,58.0,0 days 00:01:20.279000,MEDIUM,16.0,3.0,1,,,80.279,2025,Imola
0 days 02:22:39.128000,ALO,59.0,0 days 00:01:19.901000,MEDIUM,17.0,3.0,1,,,79.901,2025,Imola
0 days 02:23:59.069000,ALO,60.0,0 days 00:01:19.941000,MEDIUM,18.0,3.0,1,,,79.941,2025,Imola
0 days 02:25:18.963000,ALO,61.0,0 days 00:01:19.894000,MEDIUM,19.0,3.0,1,,,79.894,2025,Imola
0 days 02:26:39.027000,ALO,62.0,0 days 00:01:20.064000,MEDIUM,20.0,3.0,1,,,80.064,2025,Imola
0 days 02:27:59.802000,ALO,63.0,0 days 00:01:20.775000,MEDIUM,21.0,3.0,1,,,80.775,2025,Imola
0 days 00:57:27.924000,LEC,1.0,0 days 00:01:28.571000,MEDIUM,1.0,1.0,1,,,88.571,2025,Imola
0 days 00:58:50.823000,LEC,2.0,0 days 00:01:22.899000,MEDIUM,2.0,1.0,1,,,82.899,2025,Imola
0 days 01:00:12.394000,LEC,3.0,0 days 00:01:21.571000,MEDIUM,3.0,1.0,1,,,81.571,2025,Imola
0 days 01:01:33.822000,LEC,4.0,0 days 00:01:21.428000,MEDIUM,4.0,1.0,1,,,81.428,2025,Imola
0 days 01:02:55.528000,LEC,5.0,0 days 00:01:21.706000,MEDIUM,5.0,1.0,1,,,81.706,2025,Imola
0 days 01:04:17.149000,LEC,6.0,0 days 00:01:21.621000,MEDIUM,6.0,1.0,1,,,81.621,2025,Imola
0 days 01:05:39.311000,LEC,7.0,0 days 00:01:22.162000,MEDIUM,7.0,1.0,1,,,82.162,2025,Imola
0 days 01:07:01.121000,LEC,8.0,0 days 00:01:21.810000,MEDIUM,8.0,1.0,1,,,81.81,2025,Imola
0 days 01:08:22.834000,LEC,9.0,0 days 00:01:21.713000,MEDIUM,9.0,1.0,1,,,81.713,2025,Imola
0 days 01:09:49.585000,LEC,10.0,0 days 00:01:26.751000,MEDIUM,10.0,1.0,1,0 days 01:09:45.227000,,86.751,2025,Imola
0 days 01:11:32.039000,LEC,11.0,0 days 00:01:42.454000,HARD,1.0,2.0,1,,0 days 01:10:14.814000,102.454,2025,Imola
0 days 01:12:52.544000,LEC,12.0,0 days 00:01:20.505000,HARD,2.0,2.0,1,,,80.505,2025,Imola
0 days 01:14:13.661000,LEC,13.0,0 days 00:01:21.117000,HARD,3.0,2.0,1,,,81.117,2025,Imola
0 days 01:15:34.717000,LEC,14.0,0 days 00:01:21.056000,HARD,4.0,2.0,1,,,81.056,2025,Imola
0 days 01:16:55.773000,LEC,15.0,0 days 00:01:21.056000,HARD,5.0,2.0,1,,,81.056,2025,Imola
0 days 01:18:16.731000,LEC,16.0,0 days 00:01:20.958000,HARD,6.0,2.0,1,,,80.958,2025,Imola
0 days 01:19:37.452000,LEC,17.0,0 days 00:01:20.721000,HARD,7.0,2.0,1,,,80.721,2025,Imola
0 days 01:20:58.950000,LEC,18.0,0 days 00:01:21.498000,HARD,8.0,2.0,1,,,81.498,2025,Imola
0 days 01:22:20.301000,LEC,19.0,0 days 00:01:21.351000,HARD,9.0,2.0,1,,,81.351,2025,Imola
0 days 01:23:43.590000,LEC,20.0,0 days 00:01:23.289000,HARD,10.0,2.0,1,,,83.289,2025,Imola
0 days 01:25:05.392000,LEC,21.0,0 days 00:01:21.802000,HARD,11.0,2.0,1,,,81.802,2025,Imola
0 days 01:26:28.116000,LEC,22.0,0 days 00:01:22.724000,HARD,12.0,2.0,1,,,82.724,2025,Imola
0 days 01:27:48.992000,LEC,23.0,0 days 00:01:20.876000,HARD,13.0,2.0,1,,,80.876,2025,Imola
0 days 01:29:10.146000,LEC,24.0,0 days 00:01:21.154000,HARD,14.0,2.0,1,,,81.154,2025,Imola
0 days 01:30:31.954000,LEC,25.0,0 days 00:01:21.808000,HARD,15.0,2.0,1,,,81.808,2025,Imola
0 days 01:31:54.120000,LEC,26.0,0 days 00:01:22.166000,HARD,16.0,2.0,1,,,82.166,2025,Imola
0 days 01:33:14.800000,LEC,27.0,0 days 00:01:20.680000,HARD,17.0,2.0,1,,,80.68,2025,Imola
0 days 01:34:35.957000,LEC,28.0,0 days 00:01:21.157000,HARD,18.0,2.0,1,,,81.157,2025,Imola
0 days 01:36:22.699000,LEC,29.0,0 days 00:01:46.742000,HARD,19.0,2.0,126,0 days 01:36:18.242000,,106.742,2025,Imola
0 days 01:38:38.100000,LEC,30.0,0 days 00:02:15.401000,HARD,1.0,3.0,67,,0 days 01:36:50.216000,135.401,2025,Imola
0 days 01:40:00.831000,LEC,31.0,0 days 00:01:22.731000,HARD,2.0,3.0,71,,,82.731,2025,Imola
0 days 01:41:20.841000,LEC,32.0,0 days 00:01:20.010000,HARD,3.0,3.0,1,,,80.01,2025,Imola
0 days 01:42:41.234000,LEC,33.0,0 days 00:01:20.393000,HARD,4.0,3.0,1,,,80.393,2025,Imola
0 days 01:44:01.187000,LEC,34.0,0 days 00:01:19.953000,HARD,5.0,3.0,1,,,79.953,2025,Imola
0 days 01:45:21.003000,LEC,35.0,0 days 00:01:19.816000,HARD,6.0,3.0,1,,,79.816,2025,Imola
0 days 01:46:41.136000,LEC,36.0,0 days 00:01:20.133000,HARD,7.0,3.0,1,,,80.133,2025,Imola
0 days 01:48:01.961000,LEC,37.0,0 days 00:01:20.825000,HARD,8.0,3.0,1,,,80.825,2025,Imola
0 days 01:49:21.809000,LEC,38.0,0 days 00:01:19.848000,HARD,9.0,3.0,1,,,79.848,2025,Imola
0 days 01:50:42.312000,LEC,39.0,0 days 00:01:20.503000,HARD,10.0,3.0,1,,,80.503,2025,Imola
0 days 01:52:02.836000,LEC,40.0,0 days 00:01:20.524000,HARD,11.0,3.0,1,,,80.524,2025,Imola
0 days 01:53:22.539000,LEC,41.0,0 days 00:01:19.703000,HARD,12.0,3.0,1,,,79.703,2025,Imola
0 days 01:54:42.249000,LEC,42.0,0 days 00:01:19.710000,HARD,13.0,3.0,1,,,79.71,2025,Imola
0 days 01:56:02.204000,LEC,43.0,0 days 00:01:19.955000,HARD,14.0,3.0,1,,,79.955,2025,Imola
0 days 01:57:22.079000,LEC,44.0,0 days 00:01:19.875000,HARD,15.0,3.0,1,,,79.875,2025,Imola
0 days 01:58:42.181000,LEC,45.0,0 days 00:01:20.102000,HARD,16.0,3.0,12,,,80.102,2025,Imola
0 days 02:00:30.609000,LEC,46.0,0 days 00:01:48.428000,HARD,17.0,3.0,24,,,108.428,2025,Imola
0 days 02:02:23.618000,LEC,47.0,0 days 00:01:53.009000,HARD,18.0,3.0,4,,,113.009,2025,Imola
0 days 02:04:06.885000,LEC,48.0,0 days 00:01:43.267000,HARD,19.0,3.0,4,,,103.267,2025,Imola
0 days 02:06:10.722000,LEC,49.0,0 days 00:02:03.837000,HARD,20.0,3.0,4,,,123.837,2025,Imola
0 days 02:08:20.276000,LEC,50.0,0 days 00:02:09.554000,HARD,21.0,3.0,4,,,129.554,2025,Imola
0 days 02:10:22.862000,LEC,51.0,0 days 00:02:02.586000,HARD,22.0,3.0,4,,,122.586,2025,Imola
0 days 02:12:22.540000,LEC,52.0,0 days 00:01:59.678000,HARD,23.0,3.0,4,,,119.678,2025,Imola
0 days 02:14:30.803000,LEC,53.0,0 days 00:02:08.263000,HARD,24.0,3.0,41,,,128.263,2025,Imola
0 days 02:15:51.391000,LEC,54.0,0 days 00:01:20.588000,HARD,25.0,3.0,1,,,80.588,2025,Imola
0 days 02:17:10.807000,LEC,55.0,0 days 00:01:19.416000,HARD,26.0,3.0,1,,,79.416,2025,Imola
0 days 02:18:29.855000,LEC,56.0,0 days 00:01:19.048000,HARD,27.0,3.0,1,,,79.048,2025,Imola
0 days 02:19:48.995000,LEC,57.0,0 days 00:01:19.140000,HARD,28.0,3.0,1,,,79.14,2025,Imola
0 days 02:21:09.315000,LEC,58.0,0 days 00:01:20.320000,HARD,29.0,3.0,1,,,80.32,2025,Imola
0 days 02:22:29.454000,LEC,59.0,0 days 00:01:20.139000,HARD,30.0,3.0,1,,,80.139,2025,Imola
0 days 02:23:50.134000,LEC,60.0,0 days 00:01:20.680000,HARD,31.0,3.0,1,,,80.68,2025,Imola
0 days 02:25:10.747000,LEC,61.0,0 days 00:01:20.613000,HARD,32.0,3.0,1,,,80.613,2025,Imola
0 days 02:26:31.750000,LEC,62.0,0 days 00:01:21.003000,HARD,33.0,3.0,1,,,81.003,2025,Imola
0 days 02:27:53.326000,LEC,63.0,0 days 00:01:21.576000,HARD,34.0,3.0,1,,,81.576,2025,Imola
0 days 00:57:27.110000,STR,1.0,0 days 00:01:27.757000,MEDIUM,4.0,1.0,1,,,87.757,2025,Imola
